KEYWORD,LABEL
FlexShares Quality Dynamic Index Fund,COMPANY_NAME
QEP Resources Inc.,COMPANY_NAME
Quintana Energy Services Inc.,COMPANY_NAME
360 Finance Inc.,COMPANY_NAME
Qiagen N.V.,COMPANY_NAME
Quorum Health Corporation,COMPANY_NAME
QIWI plc,COMPANY_NAME
ProShares Ultra QQQ,COMPANY_NAME
iShares Aaa A Rated Corporate Bond,COMPANY_NAME
Qualys Inc.,COMPANY_NAME
IQ Hedge Market Neutral Tracker,COMPANY_NAME
QuinStreet Inc.,COMPANY_NAME
First Trust NASDAQ-100 Equal Weighted Index Fund,COMPANY_NAME
Invesco QQQ Trust Series 1,COMPANY_NAME
Direxion NASDAQ-100 Equal Weighted Index Shares,COMPANY_NAME
Nuveen NASDAQ 100 Dynamic Overwrite Fund,COMPANY_NAME
First Trust NASDAQ-100 Ex-Technology Sector Index Fund,COMPANY_NAME
Quest Resource Holding Corporation.,COMPANY_NAME
Qurate Retail Inc. Series A Common Stock,COMPANY_NAME
Qurate Retail Inc. Series B Common Stock,COMPANY_NAME
Qorvo Inc.,COMPANY_NAME
Restaurant Brands International Inc.,COMPANY_NAME
WisdomTree U.S. Quality Shareholder Yield Fund,COMPANY_NAME
First Trust NASDAQ-100- Technology Index Fund,COMPANY_NAME
Quantenna Communications Inc.,COMPANY_NAME
Quotient Limited,COMPANY_NAME
Quarterhill Inc.,COMPANY_NAME
Quanterix Corporation,COMPANY_NAME
QTS Realty Trust Inc. Class A,COMPANY_NAME
Qutoutiao Inc.,COMPANY_NAME
Q2 Holdings Inc.,COMPANY_NAME
Quad Graphics Inc Class A,COMPANY_NAME
QuickLogic Corporation,COMPANY_NAME
Qumu Corporation,COMPANY_NAME
Quotient Technology Inc.,COMPANY_NAME
uniQure N.V.,COMPANY_NAME
Ryder System Inc.,COMPANY_NAME
Brookfield Real Assets Income Fund Inc.,COMPANY_NAME
Ferrari N.V.,COMPANY_NAME
Rite Aid Corporation,COMPANY_NAME
RADA Electronic Industries Ltd.,COMPANY_NAME
Freightcar America Inc.,COMPANY_NAME
ProShares RAFI Long Short,COMPANY_NAME
LiveRamp Holdings Inc.,COMPANY_NAME
Rand Capital Corporation,COMPANY_NAME
Ultragenyx Pharmaceutical Inc.,COMPANY_NAME
Ra Pharmaceuticals Inc.,COMPANY_NAME
Rave Restaurant Group Inc.,COMPANY_NAME
FlexShares Ready Access Variable Income Fund,COMPANY_NAME
Raven Industries Inc.,COMPANY_NAME
Ritchie Bros. Auctioneers Incorporated,COMPANY_NAME
RBB Bancorp,COMPANY_NAME
Ribbon Communications Inc.,COMPANY_NAME
Regal Beloit Corporation,COMPANY_NAME
Republic Bancorp Inc. Class A Common Stock,COMPANY_NAME
Rubicon Technology Inc.,COMPANY_NAME
Rhinebeck Bancorp Inc.,COMPANY_NAME
Reliant Bancorp Inc.,COMPANY_NAME
Royal Bank of Scotland Group Plc New (The) ADS,COMPANY_NAME
Reebonz Holding Limited,COMPANY_NAME
Ready Capital Corproation,COMPANY_NAME
Invesco S&P 500 Equal Weight Consumer Discretionary,COMPANY_NAME
RENN Fund Inc,COMPANY_NAME
Rogers Communication Inc.,COMPANY_NAME
Rent-A-Center Inc.,COMPANY_NAME
Rocket Pharmaceuticals Inc.,COMPANY_NAME
Rocky Brands Inc.,COMPANY_NAME
Royal Caribbean Cruises Ltd.,COMPANY_NAME
R1 RCM Inc.,COMPANY_NAME
RCM Technologies Inc.,COMPANY_NAME
Recon Technology Ltd.,COMPANY_NAME
PIMCO Strategic Income Fund Inc.,COMPANY_NAME
Arcus Biosciences Inc.,COMPANY_NAME
Rowan Companies plc Class A,COMPANY_NAME
Radcom Ltd.,COMPANY_NAME
Redfin Corporation,COMPANY_NAME
Redhill Biopharma Ltd.,COMPANY_NAME
Reading International Inc,COMPANY_NAME
Reading International Inc,COMPANY_NAME
Radian Group Inc.,COMPANY_NAME
RadNet Inc.,COMPANY_NAME
Royal Dutch Shell PLC American Depositary Shares (Each representing two Class A),COMPANY_NAME
Royal Dutch Shell PLC American Depositary Shares (Each representing two Class B),COMPANY_NAME
Radius Health Inc.,COMPANY_NAME
Red Violet Inc.,COMPANY_NAME
Radware Ltd.,COMPANY_NAME
Dr. Reddy's Laboratories Ltd,COMPANY_NAME
Everest Re Group Ltd.,COMPANY_NAME
Resources Connection Inc.,COMPANY_NAME
RISE Education Cayman Ltd,COMPANY_NAME
Reeds Inc.,COMPANY_NAME
Research Frontiers Incorporated,COMPANY_NAME
Regency Centers Corporation,COMPANY_NAME
Renewable Energy Group Inc.,COMPANY_NAME
Regeneron Pharmaceuticals Inc.,COMPANY_NAME
Ring Energy Inc.,COMPANY_NAME
ProShares Short Real Estate,COMPANY_NAME
Richardson Electronics Ltd.,COMPANY_NAME
Reliv' International Inc.,COMPANY_NAME
RELX PLC PLC American Depositary Shares (Each representing One),COMPANY_NAME
Resolute Energy Corporation Comon Stock,COMPANY_NAME
Renren Inc. American Depositary Shares each representing fifteen Class A,COMPANY_NAME
Recro Pharma Inc.,COMPANY_NAME
Replimune Group Inc.,COMPANY_NAME
RPC Inc.,COMPANY_NAME
Front Yard Residential Corporation,COMPANY_NAME
Resonant Inc.,COMPANY_NAME
Reata Pharmaceuticals Inc.,COMPANY_NAME
Direxion Daily Retail Bull 3X Shares,COMPANY_NAME
ReTo Eco-Solutions Inc.,COMPANY_NAME
Revlon Inc.,COMPANY_NAME
REV Group Inc.,COMPANY_NAME
REX American Resources Corporation,COMPANY_NAME
Rexford Industrial Realty Inc.,COMPANY_NAME
iShares Trust Residential Real Estate,COMPANY_NAME
Resideo Technologies Inc.,COMPANY_NAME
Regions Financial Corporation,COMPANY_NAME
Invesco S&P Midcap 400 Pure Growth,COMPANY_NAME
Cohen & Steers Total Return Realty Fund Inc.,COMPANY_NAME
RF Industries Ltd.,COMPANY_NAME
Rafael Holdings Inc. Class B,COMPANY_NAME
Resolute Forest Products Inc.,COMPANY_NAME
Invesco S&P Midcap 400 Pure Value,COMPANY_NAME
Reinsurance Group of America Incorporated,COMPANY_NAME
RGC Resources Inc.,COMPANY_NAME
Repligen Corporation,COMPANY_NAME
Invesco S&P 500 Equal Weight Industrials Portfolio,COMPANY_NAME
Royal Gold Inc.,COMPANY_NAME
Regulus Therapeutics Inc.,COMPANY_NAME
REGENXBIO Inc.,COMPANY_NAME
Sturm Ruger & Company Inc.,COMPANY_NAME
Regis Corporation,COMPANY_NAME
Real Goods Solar Inc.,COMPANY_NAME
Royce Global Value Trust Inc.,COMPANY_NAME
RH,COMPANY_NAME
Regional Health Properties Inc.,COMPANY_NAME
Robert Half International Inc.,COMPANY_NAME
Ryman Hospitality Properties Inc. (REIT),COMPANY_NAME
Invesco S&P 500 Equal Weight Consumer Staples,COMPANY_NAME
Red Hat Inc.,COMPANY_NAME
RiceBran Technologies,COMPANY_NAME
RCI Hospitality Holdings Inc.,COMPANY_NAME
RMR Real Estate Income Fund (MD),COMPANY_NAME
Transocean Ltd (Switzerland),COMPANY_NAME
Rigel Pharmaceuticals Inc.,COMPANY_NAME
B. Riley Financial Inc.,COMPANY_NAME
ProShares Inflation Expectations,COMPANY_NAME
Rio Tinto Plc,COMPANY_NAME
Riot Blockchain Inc,COMPANY_NAME
RiverNorth Opportunities Fund Inc.,COMPANY_NAME
Riverview Financial Corporation,COMPANY_NAME
AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index - Agriculture Total Return Structured Pro,COMPANY_NAME
Raymond James Financial Inc.,COMPANY_NAME
AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index - Total Return Structured Product,COMPANY_NAME
AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index - Energy Total Return Structured Product,COMPANY_NAME
AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index - Metals Total Return Structured Product,COMPANY_NAME
Arcadia Biosciences Inc.,COMPANY_NAME
Ralph Lauren Corporation,COMPANY_NAME
Radiant Logistics Inc.,COMPANY_NAME
Realogy Holdings Corp.,COMPANY_NAME
Red Lions Hotels Corporation,COMPANY_NAME
RLI Corp. (DE),COMPANY_NAME
RLJ Lodging Trust of Beneficial Interest $0.01 par value,COMPANY_NAME
Realm Therapeutics plc,COMPANY_NAME
SPDR SSgA Multi Asset Real Return,COMPANY_NAME
Regional Management Corp.,COMPANY_NAME
RE/MAX Holdings Inc. Class A,COMPANY_NAME
RumbleOn Inc.,COMPANY_NAME
Rambus Inc.,COMPANY_NAME
Rocky Mountain Chocolate Factory Inc.,COMPANY_NAME
ResMed Inc.,COMPANY_NAME
Ra Medical Systems Inc.,COMPANY_NAME
Rimini Street Inc.,COMPANY_NAME
The RMR Group Inc.,COMPANY_NAME
Royce Micro-Cap Trust Inc.,COMPANY_NAME
Rockwell Medical Inc.,COMPANY_NAME
Randolph Bancorp Inc.,COMPANY_NAME
RigNet Inc.,COMPANY_NAME
Ringcentral Inc. Class A,COMPANY_NAME
Ranger Energy Services Inc. Class A,COMPANY_NAME
Rexahn Pharmaceuticals Inc.,COMPANY_NAME
Cohen & Steers Reit and Preferred Income Fund Inc,COMPANY_NAME
RenaissanceRe Holdings Ltd.,COMPANY_NAME
Renasant Corporation,COMPANY_NAME
RealNetworks Inc.,COMPANY_NAME
Construction Partners Inc.,COMPANY_NAME
Roan Resources Inc. Class A,COMPANY_NAME
Gibraltar Industries Inc.,COMPANY_NAME
Rogers Corporation,COMPANY_NAME
Retail Opportunity Investments Corp.,COMPANY_NAME
Rockwell Automation Inc.,COMPANY_NAME
Roku Inc.,COMPANY_NAME
Rollins Inc.,COMPANY_NAME
RBC Bearings Incorporated,COMPANY_NAME
ProShares Ultra Technology,COMPANY_NAME
IQ US Real Estate Small Cap,COMPANY_NAME
Roper Technologies Inc.,COMPANY_NAME
Rosehill Resources Inc.,COMPANY_NAME
Ross Stores Inc.,COMPANY_NAME
Castle Brands Inc.,COMPANY_NAME
Pacific Coast Oil Trust Units of Beneficial Interest,COMPANY_NAME
RealPage Inc.,COMPANY_NAME
Retail Properties of America Inc. Class A,COMPANY_NAME
Rapid7 Inc.,COMPANY_NAME
Invesco S&P 500 Pure Growth,COMPANY_NAME
RPM International Inc.,COMPANY_NAME
RPT Realty,COMPANY_NAME
Invesco S&P 500 Pure Value,COMPANY_NAME
Cohen & Steers Quality Income Realty Fund Inc,COMPANY_NAME
Range Resources Corporation,COMPANY_NAME
R.R. Donnelley & Sons Company,COMPANY_NAME
Red Robin Gourmet Burgers Inc.,COMPANY_NAME
Red Rock Resorts Inc.,COMPANY_NAME
Roadrunner Transportation Systems Inc,COMPANY_NAME
Reliance Steel & Aluminum Co. (DE),COMPANY_NAME
Republic Services Inc.,COMPANY_NAME
Invesco S&P 500 Equal Weight,COMPANY_NAME
Rosetta Stone Inc.,COMPANY_NAME
VanEck Vectors Russia,COMPANY_NAME
Rudolph Technologies Inc.,COMPANY_NAME
VanEck Vectors Retail,COMPANY_NAME
RTI Surgical Inc.,COMPANY_NAME
Invesco S&P 500 Equal Weight Materials,COMPANY_NAME
Raytheon Company,COMPANY_NAME
Retrophin Inc.,COMPANY_NAME
Ritter Pharmaceuticals Inc.,COMPANY_NAME
RTW Retailwinds Inc.,COMPANY_NAME
The Rubicon Project Inc.,COMPANY_NAME
Rubius Therapeutics Inc.,COMPANY_NAME
Sunrun Inc.,COMPANY_NAME
Rush Enterprises Inc. Class A Common Stock,COMPANY_NAME
Rush Enterprises Inc. Class B Common Stock,COMPANY_NAME
Ruth's Hospitality Group Inc.,COMPANY_NAME
Reven Housing REIT Inc.,COMPANY_NAME
Retail Value Inc.,COMPANY_NAME
Revolution Lighting Technologies Inc.,COMPANY_NAME
Revance Therapeutics Inc.,COMPANY_NAME
Retractable Technologies Inc.,COMPANY_NAME
Riverview Bancorp Inc,COMPANY_NAME
Royce Value Trust Inc.,COMPANY_NAME
Regalwood Global Energy Ltd. Class A,COMPANY_NAME
Oppenheimer S&P SmallCap 600 Revenue,COMPANY_NAME
Oppenheimer S&P MidCap 400 Revenue,COMPANY_NAME
Oppenheimer S&P 500 Revenue,COMPANY_NAME
ReWalk Robotics Ltd,COMPANY_NAME
ProShares Short Russell2000,COMPANY_NAME
SPDR DJ Wilshire Global Real Estate,COMPANY_NAME
SPDR DJ Wilshire REIT,COMPANY_NAME
Redwood Trust Inc.,COMPANY_NAME
Oppenheimer S&P Financials Revenue,COMPANY_NAME
SPDR DJ Wilshire Intl Real Estate,COMPANY_NAME
ProShares UltraShort Health Care,COMPANY_NAME
iShares Global Consumer Discretionary,COMPANY_NAME
ProShares Ultra Health Care,COMPANY_NAME
Rexnord Corporation,COMPANY_NAME
Royal Bank Of Canada,COMPANY_NAME
Ryanair Holdings plc American Depositary Shares each representing five Ordinary Shares,COMPANY_NAME
Rayonier Advanced Materials Inc.,COMPANY_NAME
RYB Education Inc. American depositary shares each representing one Class A,COMPANY_NAME
Invesco S&P 500 Equal Weight Energy,COMPANY_NAME
Invesco S&P 500 Equal Weight Financial,COMPANY_NAME
Invesco S&P 500 Equal Weight Health Care,COMPANY_NAME
Ryerson Holding Corporation,COMPANY_NAME
Invesco Raymond James SB-1 Equity,COMPANY_NAME
Rayonier Inc. REIT,COMPANY_NAME
Invesco S&P 500 Equal Weight Technology,COMPANY_NAME
Rhythm Pharmaceuticals Inc.,COMPANY_NAME
Invesco S&P 500 Equal Weight Utilities,COMPANY_NAME
Invesco S&P Smallcap 600 Pure Growth,COMPANY_NAME
Invesco S&P Smallcap 600 Pure Value,COMPANY_NAME
Sprint Corporation,COMPANY_NAME
Seabridge Gold Inc. (Canada),COMPANY_NAME
ProShares Ultra SmallCap600,COMPANY_NAME
Sabre Corporation,COMPANY_NAME
Sachem Capital Corp.,COMPANY_NAME
SAExploration Holdings Inc.,COMPANY_NAME
Safety Income & Growth Inc.,COMPANY_NAME
Sanderson Farms Inc.,COMPANY_NAME
Safety Insurance Group Inc.,COMPANY_NAME
Sage Therapeutics Inc.,COMPANY_NAME
Direxion Daily Total Bond Market Bear 1X Shares,COMPANY_NAME
Sonic Automotive Inc.,COMPANY_NAME
Saia Inc.,COMPANY_NAME
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,COMPANY_NAME
SailPoint Technologies Holdings Inc.,COMPANY_NAME
Salisbury Bancorp Inc.,COMPANY_NAME
Salem Media Group Inc.,COMPANY_NAME
Scorpio Bulkers Inc.,COMPANY_NAME
Boston Beer Company Inc. (The),COMPANY_NAME
Schultze Special Purpose Acquisition Corp.,COMPANY_NAME
Silvercrest Asset Management Group Inc.,COMPANY_NAME
Banco Santander S.A. Sponsored ADR (Spain),COMPANY_NAME
Sandstorm Gold Ltd. (Canada),COMPANY_NAME
Sanmina Corporation,COMPANY_NAME
S&W Seed Company,COMPANY_NAME
SAP SE ADS,COMPANY_NAME
Saratoga Investment Corp New,COMPANY_NAME
Sandy Spring Bancorp Inc.,COMPANY_NAME
EchoStar Corporation,COMPANY_NAME
Diversified Restaurant Holdings Inc.,COMPANY_NAME
Spirit Airlines Inc.,COMPANY_NAME
Safe Bulkers Inc ($0.001 par value),COMPANY_NAME
SBA Communications Corporation,COMPANY_NAME
Strongbridge Biopharma plc,COMPANY_NAME
SB One Bancorp,COMPANY_NAME
Seacoast Banking Corporation of Florida,COMPANY_NAME
SB Financial Group Inc.,COMPANY_NAME
Sinclair Broadcast Group Inc.,COMPANY_NAME
D/B/A Sibanye-Stillwater Limited American Depositary Shares (Each representing four),COMPANY_NAME
Sally Beauty Holdings Inc. (Name to be changed from Holdings Inc.),COMPANY_NAME
Western Asset Intermediate Muni Fund Inc,COMPANY_NAME
Star Bulk Carriers Corp.,COMPANY_NAME
Short Basic Materials,COMPANY_NAME
Signature Bank,COMPANY_NAME
Stellar Biotechnologies Inc.,COMPANY_NAME
SilverBow Resorces Inc.,COMPANY_NAME
Spring Bank Pharmaceuticals Inc.,COMPANY_NAME
Sabine Royalty Trust,COMPANY_NAME
Sabra Health Care REIT Inc.,COMPANY_NAME
Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250),COMPANY_NAME
Southside Bancshares Inc.,COMPANY_NAME
Sterling Bancorp Inc.,COMPANY_NAME
Starbucks Corporation,COMPANY_NAME
Santander Consumer USA Holdings Inc.,COMPANY_NAME
Saban Capital Acquisition Corp.,COMPANY_NAME
Southern Copper Corporation,COMPANY_NAME
LMP Capital and Income Fund Inc.,COMPANY_NAME
Schwab U.S. Small-Cap,COMPANY_NAME
Schwab U.S. Broad Market,COMPANY_NAME
Schwab International Small-Cap Equity,COMPANY_NAME
Schwab US Dividend Equity,COMPANY_NAME
Schwab Emerging Markets Equity,COMPANY_NAME
Schwab International Equity,COMPANY_NAME
Schwab U.S. Large-Cap Growth,COMPANY_NAME
Schwab U.S. REIT,COMPANY_NAME
Scholastic Corporation,COMPANY_NAME
Schwab U.S. Mid Cap,COMPANY_NAME
Schnitzer Steel Industries Inc.,COMPANY_NAME
Schwab Short-Term U.S. Treasury,COMPANY_NAME
Schwab U.S. TIPs,COMPANY_NAME
Schwab Intermediate-Term U.S. Treasury,COMPANY_NAME
Schwab U.S. Large-Cap Value,COMPANY_NAME
Charles Schwab Corporation (The),COMPANY_NAME
Schwab U.S. Large-Cap,COMPANY_NAME
Schwab US Aggregate Bond,COMPANY_NAME
Service Corporation International,COMPANY_NAME
Columbia India Small Cap,COMPANY_NAME
iShares MSCI Japan Sm Cap,COMPANY_NAME
Socket Mobile Inc.,COMPANY_NAME
Stepan Company,COMPANY_NAME
Stellus Capital Investment Corporation,COMPANY_NAME
ProShares UltraShort Bloomberg Crude Oil,COMPANY_NAME
Superconductor Technologies Inc.,COMPANY_NAME
comScore Inc.,COMPANY_NAME
scPharmaceuticals Inc.,COMPANY_NAME
Steelcase Inc.,COMPANY_NAME
ScanSource Inc.,COMPANY_NAME
Shoe Carnival Inc.,COMPANY_NAME
SecureWorks Corp.,COMPANY_NAME
L.S. Starrett Company (The),COMPANY_NAME
SCYNEXIS Inc.,COMPANY_NAME
iShares MSCI EAFE Small-Cap ETF,COMPANY_NAME
SandRidge Energy Inc.,COMPANY_NAME
Standard Diversified Inc. Class A,COMPANY_NAME
Global X SuperDividend,COMPANY_NAME
Seadrill Partners LLC Representing Limited Liability Company Interests,COMPANY_NAME
ALPS Sector Dividend Dogs,COMPANY_NAME
UltraPro Short Dow30,COMPANY_NAME
ProShares UltraShort Utilities,COMPANY_NAME
Superior Drilling Products Inc.,COMPANY_NAME
SandRidge Mississippian Trust II representing Beneficial Interests,COMPANY_NAME
Seadrill Limited,COMPANY_NAME
SandRidge Mississippian Trust I of Beneficial Interest,COMPANY_NAME
SPDR S&P Dividend,COMPANY_NAME
Sea Limited American Depositary Shares each representing one Class A,COMPANY_NAME
Invesco Shipping,COMPANY_NAME
SeaChange International Inc.,COMPANY_NAME
SeaWorld Entertainment Inc.,COMPANY_NAME
Seaboard Corporation,COMPANY_NAME
Secoo Holding Limited,COMPANY_NAME
SolarEdge Technologies Inc.,COMPANY_NAME
Sealed Air Corporation,COMPANY_NAME
Origin Agritech Limited,COMPANY_NAME
Seelos Therapeutics Inc.,COMPANY_NAME
ProShares Short Financials,COMPANY_NAME
SEI Investments Company,COMPANY_NAME
Selecta Biosciences Inc.,COMPANY_NAME
Global Self Storage Inc.,COMPANY_NAME
Select Medical Holdings Corporation,COMPANY_NAME
Semgroup Corporation Class A,COMPANY_NAME
Seneca Foods Corp. Class A Common Stock,COMPANY_NAME
Seneca Foods Corp. Class B Common Stock,COMPANY_NAME
Senseonics Holdings Inc.,COMPANY_NAME
ServiceMaster Global Holdings Inc.,COMPANY_NAME
Synthesis Energy Systems Inc.,COMPANY_NAME
Sesen Bio Inc.,COMPANY_NAME
Stifel Financial Corporation,COMPANY_NAME
Sound Financial Bancorp Inc.,COMPANY_NAME
ServisFirst Bancshares Inc.,COMPANY_NAME
Safeguard Scientifics Inc.,COMPANY_NAME
Safe-T Group Ltd.,COMPANY_NAME
Stitch Fix Inc.,COMPANY_NAME
Ship Finance International Limited,COMPANY_NAME
Shutterfly Inc.,COMPANY_NAME
Sprouts Farmers Market Inc.,COMPANY_NAME
Simmons First National Corporation,COMPANY_NAME
Smart & Final Stores Inc.,COMPANY_NAME
Southern First Bancshares Inc.,COMPANY_NAME
Fang Holdings Limited American Depositary Shares (Each representing Four Class A HK$1.00 par value),COMPANY_NAME
Sirius International Insurance Group Ltd.,COMPANY_NAME
Saga Communications Inc.,COMPANY_NAME
Southwest Georgia Financial Corporation,COMPANY_NAME
SG Blocks Inc.,COMPANY_NAME
Superior Group of Companies Inc.,COMPANY_NAME
Sprott Gold Miners,COMPANY_NAME
Seattle Genetics Inc.,COMPANY_NAME
SMART Global Holdings Inc.,COMPANY_NAME
Sigma Labs Inc.,COMPANY_NAME
SigmaTron International Inc.,COMPANY_NAME
Sangamo Therapeutics Inc.,COMPANY_NAME
Scientific Games Corp,COMPANY_NAME
SGOCO Group Ltd,COMPANY_NAME
Aberdeen Standard Physical Swiss Gold Shares,COMPANY_NAME
SPAR Group Inc.,COMPANY_NAME
Surgery Partners Inc.,COMPANY_NAME
Star Group L.P.,COMPANY_NAME
Synergy Pharmaceuticals Inc.,COMPANY_NAME
ProShares Short S&P500,COMPANY_NAME
Shake Shack Inc. Class A,COMPANY_NAME
Shore Bancshares Inc,COMPANY_NAME
Shenandoah Telecommunications Co,COMPANY_NAME
Shinhan Financial Group Co Ltd American Depositary Shares,COMPANY_NAME
SINOPEC Shangai Petrochemical Company Ltd.,COMPANY_NAME
Seanergy Maritime Holdings Corp,COMPANY_NAME
Shiloh Industries Inc.,COMPANY_NAME
Shell Midstream Partners L.P. representing Limited Partner Interests,COMPANY_NAME
SPDR Nuveen Bloomberg Barclays Short Term Municipal Bond,COMPANY_NAME
Sunstone Hotel Investors Inc.,COMPANY_NAME
Steven Madden Ltd.,COMPANY_NAME
Shopify Inc. Class A Subordinate,COMPANY_NAME
Sears Hometown and Outlet Stores Inc.,COMPANY_NAME
SharpSpring Inc.,COMPANY_NAME
iShares Short Treasury Bond ETF,COMPANY_NAME
Sherwin-Williams Company (The),COMPANY_NAME
iShares 1-3 Year Treasury Bond ETF,COMPANY_NAME
SI-BONE Inc.,COMPANY_NAME
Select Interior Concepts Inc.,COMPANY_NAME
Companhia Siderurgica Nacional S.A.,COMPANY_NAME
Siebert Financial Corp.,COMPANY_NAME
Sientra Inc.,COMPANY_NAME
SIFCO Industries Inc.,COMPANY_NAME
SI Financial Group Inc.,COMPANY_NAME
Sify Technologies Limited,COMPANY_NAME
Signet Jewelers Limited,COMPANY_NAME
SIGA Technologies Inc.,COMPANY_NAME
Selective Insurance Group Inc.,COMPANY_NAME
Silicom Ltd,COMPANY_NAME
ETFMG Prime Junior Silver,COMPANY_NAME
SilverCrest Metals Inc.,COMPANY_NAME
Grupo Simec S.A.B. de C.V. American Depositary Shares,COMPANY_NAME
Silicon Motion Technology Corporation,COMPANY_NAME
Sina Corporation,COMPANY_NAME
Sino-Global Shipping America Ltd.,COMPANY_NAME
SiNtx Technologies Inc.,COMPANY_NAME
Sirius XM Holdings Inc.,COMPANY_NAME
SITE Centers Corp.,COMPANY_NAME
SiteOne Landscape Supply Inc.,COMPANY_NAME
SITO Mobile Ltd.,COMPANY_NAME
SVB Financial Group,COMPANY_NAME
Aberdeen Standard Physical Silver Shares,COMPANY_NAME
Six Flags Entertainment Corporation,COMPANY_NAME
AGFiQ U.S. Market Neutral Size Fund,COMPANY_NAME
ProShares Short High Yield,COMPANY_NAME
South Jersey Industries Inc.,COMPANY_NAME
J.M. Smucker Company (The),COMPANY_NAME
SPDR Bloomberg Barclays Short Term High Yield Bond,COMPANY_NAME
Shaw Communications Inc.,COMPANY_NAME
San Juan Basin Royalty Trust,COMPANY_NAME
SJW Group (DE),COMPANY_NAME
Peak Resorts Inc.,COMPANY_NAME
SK Telecom Co. Ltd.,COMPANY_NAME
Tanger Factory Outlet Centers Inc.,COMPANY_NAME
Skechers U.S.A. Inc.,COMPANY_NAME
Skyline Champion Corporation,COMPANY_NAME
Sky Solar Holdings Ltd.,COMPANY_NAME
SkyWest Inc.,COMPANY_NAME
First Trust Cloud Computing ETF,COMPANY_NAME
Silicon Laboratories Inc.,COMPANY_NAME
Schlumberger N.V.,COMPANY_NAME
U.S. Silica Holdings Inc.,COMPANY_NAME
Select Bancorp Inc.,COMPANY_NAME
Solid Biosciences Inc.,COMPANY_NAME
Sun Life Financial Inc.,COMPANY_NAME
SL Green Realty Corp,COMPANY_NAME
Sol-Gel Technologies Ltd.,COMPANY_NAME
Silgan Holdings Inc.,COMPANY_NAME
SLM Corporation,COMPANY_NAME
Soleno Therapeutics Inc.,COMPANY_NAME
Simulations Plus Inc.,COMPANY_NAME
Solar Capital Ltd.,COMPANY_NAME
SELLAS Life Sciences Group Inc.,COMPANY_NAME
iShares Silver Trust,COMPANY_NAME
iShares MSCI Global Silver Miners Fund,COMPANY_NAME
VanEck Vectors Steel,COMPANY_NAME
SPDR S&P 600 Small Cap ETF (based on S&P SmallCap 600 Index -- symbol SML),COMPANY_NAME
SPDR S&P 600 Small Cap Growth ETF (based on S&P SmallCap 600 Growth Index --symbol CGK),COMPANY_NAME
SPDR S&P 600 Small Cap Value ETF (based on S&P SmallCap Value Index--symbol--CVK,COMPANY_NAME
SM Energy Company,COMPANY_NAME
Smartsheet Inc. Class A,COMPANY_NAME
VanEck Vectors AMT-Free Short Municipal Index,COMPANY_NAME
Southern Missouri Bancorp Inc.,COMPANY_NAME
SmartFinancial Inc.,COMPANY_NAME
Sharps Compliance Corp.,COMPANY_NAME
Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),COMPANY_NAME
Scotts Miracle-Gro Company (The),COMPANY_NAME
VanEck Vectors Semiconductor,COMPANY_NAME
SEACOR Marine Holdings Inc.,COMPANY_NAME
Semiconductor Manufacturing International Corporation ADR,COMPANY_NAME
Schmitt Industries Inc.,COMPANY_NAME
Summit Midstream Partners LP Representing Limited Partner Interests,COMPANY_NAME
Salient Midstream of Beneficial Interest,COMPANY_NAME
Summit Financial Group Inc.,COMPANY_NAME
Summit Therapeutics plc,COMPANY_NAME
Short Term Municipal Bond Active Exchange-Traded Fund,COMPANY_NAME
ProShares UltraShort Basic Materials,COMPANY_NAME
Standard Motor Products Inc.,COMPANY_NAME
The Simply Good Foods Company,COMPANY_NAME
Stein Mart Inc.,COMPANY_NAME
Smith Micro Software Inc.,COMPANY_NAME
Spirit MTA REIT of Beneficial Interest,COMPANY_NAME
Semtech Corporation,COMPANY_NAME
Sierra Metals Inc.,COMPANY_NAME
SMTC Corporation,COMPANY_NAME
Sanchez Energy Corporation,COMPANY_NAME
Snap-On Incorporated,COMPANY_NAME
Snap Inc. Class A,COMPANY_NAME
Sleep Number Corporation,COMPANY_NAME
Synchronoss Technologies Inc.,COMPANY_NAME
Smart Sand Inc.,COMPANY_NAME
Sundance Energy Australia Limited,COMPANY_NAME
Schneider National Inc.,COMPANY_NAME
Syndax Pharmaceuticals Inc.,COMPANY_NAME
Sony Corporation,COMPANY_NAME
SenesTech Inc.,COMPANY_NAME
Security National Financial Corporation Class A Common Stock,COMPANY_NAME
Soligenix Inc.,COMPANY_NAME
Senior Housing Properties Trust,COMPANY_NAME
Sun Hydraulics Corporation,COMPANY_NAME
Highland/iBoxx Senior Loan ETF,COMPANY_NAME
Sanchez Midstream Partners LP,COMPANY_NAME
Smith & Nephew SNATS Inc.,COMPANY_NAME
Sienna Biopharmaceuticals Inc.,COMPANY_NAME
Sonoma Pharmaceuticals Inc.,COMPANY_NAME
